"Please wait, processing your order...","Estamos processando seu pedido..."
"Shipping","Frete"
"Grand total","Total"
"Telephone","Telefone"
"Please enter a valid CEP","Por favor insira um CEP válido"
"City","Cidade"
"Zip/Postal Code","CEP"
